"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 12 15:35:38 GMT 2025","Mon May 12 15:35:39 GMT 2025","675","","ui.IFrameTests","","ui.IFrameTests","openIFramesTest","openIFramesTest()",""
"passed","Mon May 12 15:35:36 GMT 2025","Mon May 12 15:35:37 GMT 2025","681","","ui.GeolocationTests","","ui.GeolocationTests","openGeolocationTest","openGeolocationTest()",""
"passed","Mon May 12 15:36:16 GMT 2025","Mon May 12 15:36:17 GMT 2025","644","","ui.WebStorageTests","","ui.WebStorageTests","openWebStorageTest","openWebStorageTest()",""
"passed","Mon May 12 15:36:00 GMT 2025","Mon May 12 15:36:01 GMT 2025","974","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByVisibleTextTest","dropdownSelectByVisibleTextTest(String) [1] One",""
"passed","Mon May 12 15:35:44 GMT 2025","Mon May 12 15:35:44 GMT 2025","642","","ui.NotificationsTests","","ui.NotificationsTests","openNotificationsTest","openNotificationsTest()",""
"passed","Mon May 12 15:36:14 GMT 2025","Mon May 12 15:36:15 GMT 2025","930","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [3] 3",""
"passed","Mon May 12 15:35:51 GMT 2025","Mon May 12 15:35:52 GMT 2025","935","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [1] San Francisco",""
"passed","Mon May 12 15:35:37 GMT 2025","Mon May 12 15:35:38 GMT 2025","749","","ui.GetUserMediaTests","","ui.GetUserMediaTests","openGetUserMediaTest","openGetUserMediaTest()",""
"passed","Mon May 12 15:35:34 GMT 2025","Mon May 12 15:35:35 GMT 2025","687","","ui.DrawingInCanvasTests","","ui.DrawingInCanvasTests","openDrawingInCanvasTest","openDrawingInCanvasTest()",""
"passed","Mon May 12 15:35:58 GMT 2025","Mon May 12 15:35:59 GMT 2025","857","","ui.WebFormTests","","ui.WebFormTests","openWebFormTestWithCheck","openWebFormTestWithCheck()",""
"passed","Mon May 12 15:35:48 GMT 2025","Mon May 12 15:35:49 GMT 2025","959","","ui.WebFormTests","","ui.WebFormTests","defaultCheckboxTest","defaultCheckboxTest()",""
"passed","Mon May 12 15:35:42 GMT 2025","Mon May 12 15:35:42 GMT 2025","665","","ui.MouseOverTests","","ui.MouseOverTests","openMouseOverTest","openMouseOverTest()",""
"passed","Mon May 12 15:35:34 GMT 2025","Mon May 12 15:35:34 GMT 2025","694","","ui.DragAndDropTests","","ui.DragAndDropTests","openDragAndDropTest","openDragAndDropTest()",""
"passed","Mon May 12 15:36:13 GMT 2025","Mon May 12 15:36:14 GMT 2025","915","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [2] 2",""
"passed","Mon May 12 15:35:28 GMT 2025","Mon May 12 15:35:30 GMT 2025","2165","","ui.ABTestingTests","","ui.ABTestingTests","openABTestingTest","openABTestingTest()",""
"passed","Mon May 12 15:35:45 GMT 2025","Mon May 12 15:35:46 GMT 2025","622","","ui.ShadowDOMTests","","ui.ShadowDOMTests","openShadowDOMTest","openShadowDOMTest()",""
"passed","Mon May 12 15:35:33 GMT 2025","Mon May 12 15:35:34 GMT 2025","661","","ui.DownloadFilesTests","","ui.DownloadFilesTests","openDownloadFilesTest","openDownloadFilesTest()",""
"passed","Mon May 12 15:35:54 GMT 2025","Mon May 12 15:35:55 GMT 2025","883","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [4] Los Angeles",""
"passed","Mon May 12 15:35:56 GMT 2025","Mon May 12 15:35:57 GMT 2025","885","","ui.WebFormTests","","ui.WebFormTests","disabledInputFieldTest","disabledInputFieldTest()",""
"passed","Mon May 12 15:35:49 GMT 2025","Mon May 12 15:35:50 GMT 2025","1110","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldClearTest","textAreaFieldClearTest()",""
"passed","Mon May 12 15:35:46 GMT 2025","Mon May 12 15:35:47 GMT 2025","661","","ui.SlowLoginTests","","ui.SlowLoginTests","openSlowLoginTest","openSlowLoginTest()",""
"passed","Mon May 12 15:35:43 GMT 2025","Mon May 12 15:35:44 GMT 2025","656","","ui.NavigationTests","","ui.NavigationTests","openNavigationTest","openNavigationTest()",""
