"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 10 19:08:12 GMT 2025","Sat May 10 19:08:12 GMT 2025","784","","ui.GetUserMediaTests","","ui.GetUserMediaTests","openGetUserMediaTest","openGetUserMediaTest()",""
"passed","Sat May 10 19:08:29 GMT 2025","Sat May 10 19:08:30 GMT 2025","877","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [4] Los Angeles",""
"passed","Sat May 10 19:08:15 GMT 2025","Sat May 10 19:08:16 GMT 2025","679","","ui.LoginFormTests","","ui.LoginFormTests","openLoginFormTest","openLoginFormTest()",""
"passed","Sat May 10 19:08:52 GMT 2025","Sat May 10 19:08:53 GMT 2025","653","","ui.WebStorageTests","","ui.WebStorageTests","openWebStorageTest","openWebStorageTest()",""
"passed","Sat May 10 19:08:42 GMT 2025","Sat May 10 19:08:45 GMT 2025","3137","","ui.WebFormTests","","ui.WebFormTests","actionAPIMouseExampleRangeTest","actionAPIMouseExampleRangeTest()",""
"broken","Sat May 10 19:08:41 GMT 2025","Sat May 10 19:08:42 GMT 2025","829","","ui.WebFormTests","","ui.WebFormTests","fileInputTest","fileInputTest()",""
"passed","Sat May 10 19:08:13 GMT 2025","Sat May 10 19:08:14 GMT 2025","679","","ui.IFrameTests","","ui.IFrameTests","openIFramesTest","openIFramesTest()",""
"passed","Sat May 10 19:08:46 GMT 2025","Sat May 10 19:08:47 GMT 2025","1003","","ui.WebFormTests","","ui.WebFormTests","submitFormTest","submitFormTest()",""
"passed","Sat May 10 19:08:48 GMT 2025","Sat May 10 19:08:49 GMT 2025","954","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [2] 2",""
"passed","Sat May 10 19:08:16 GMT 2025","Sat May 10 19:08:16 GMT 2025","704","","ui.LongPageTests","","ui.LongPageTests","openLongPageTest","openLongPageTest()",""
"passed","Sat May 10 19:08:05 GMT 2025","Sat May 10 19:08:06 GMT 2025","701","","ui.CookiesTests","","ui.CookiesTests","openCookiesTest","openCookiesTest()",""
"passed","Sat May 10 19:08:31 GMT 2025","Sat May 10 19:08:32 GMT 2025","907","","ui.WebFormTests","","ui.WebFormTests","disabledInputFieldTest","disabledInputFieldTest()",""
"passed","Sat May 10 19:08:45 GMT 2025","Sat May 10 19:08:46 GMT 2025","866","","ui.WebFormTests","","ui.WebFormTests","readonlyInputFieldTest","readonlyInputFieldTest()",""
"passed","Sat May 10 19:08:04 GMT 2025","Sat May 10 19:08:05 GMT 2025","848","","ui.ConsoleLogsTests","","ui.ConsoleLogsTests","openConsoleLogsTest","openConsoleLogsTest()",""
"passed","Sat May 10 19:08:12 GMT 2025","Sat May 10 19:08:13 GMT 2025","506","","ui.HomePageTests","","ui.HomePageTests","openHomePageTest","openHomePageTest()",""
"passed","Sat May 10 19:08:27 GMT 2025","Sat May 10 19:08:28 GMT 2025","1004","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [1] San Francisco",""
"passed","Sat May 10 19:08:32 GMT 2025","Sat May 10 19:08:33 GMT 2025","930","","ui.WebFormTests","","ui.WebFormTests","radioButtonsTest","radioButtonsTest()",""
"failed","Sat May 10 19:08:50 GMT 2025","Sat May 10 19:08:51 GMT 2025","877","","ui.WebFormTests","","ui.WebFormTests","passwordInputTest","passwordInputTest()",""
"passed","Sat May 10 19:08:39 GMT 2025","Sat May 10 19:08:39 GMT 2025","851","","ui.WebFormTests","","ui.WebFormTests","openWebFormTest","openWebFormTest()",""
"passed","Sat May 10 19:08:08 GMT 2025","Sat May 10 19:08:09 GMT 2025","722","","ui.DragAndDropTests","","ui.DragAndDropTests","openDragAndDropTest","openDragAndDropTest()",""
"passed","Sat May 10 19:08:30 GMT 2025","Sat May 10 19:08:31 GMT 2025","843","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [5] Chicago",""
"passed","Sat May 10 19:08:18 GMT 2025","Sat May 10 19:08:19 GMT 2025","690","","ui.NavigationTests","","ui.NavigationTests","openNavigationTest","openNavigationTest()",""
"passed","Sat May 10 19:08:19 GMT 2025","Sat May 10 19:08:19 GMT 2025","682","","ui.NotificationsTests","","ui.NotificationsTests","openNotificationsTest","openNotificationsTest()",""
"passed","Sat May 10 19:08:35 GMT 2025","Sat May 10 19:08:36 GMT 2025","934","","ui.WebFormTests","","ui.WebFormTests","datePickerTest","datePickerTest()",""
"passed","Sat May 10 19:08:47 GMT 2025","Sat May 10 19:08:48 GMT 2025","964","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [1] 1",""
"passed","Sat May 10 19:08:39 GMT 2025","Sat May 10 19:08:41 GMT 2025","1080","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldTest","textAreaFieldTest()",""
"passed","Sat May 10 19:08:06 GMT 2025","Sat May 10 19:08:06 GMT 2025","721","","ui.DataTypesTests","","ui.DataTypesTests","openDataTypesTest","openDataTypesTest()",""
"passed","Sat May 10 19:08:21 GMT 2025","Sat May 10 19:08:22 GMT 2025","706","","ui.SlowLoginTests","","ui.SlowLoginTests","openSlowLoginTest","openSlowLoginTest()",""
"passed","Sat May 10 19:08:14 GMT 2025","Sat May 10 19:08:15 GMT 2025","684","","ui.LoadingImagesTests","","ui.LoadingImagesTests","openLoadingImagesTest","openLoadingImagesTest()",""
"passed","Sat May 10 19:08:02 GMT 2025","Sat May 10 19:08:04 GMT 2025","2161","","ui.ABTestingTests","","ui.ABTestingTests","openABTestingTest","openABTestingTest()",""
"passed","Sat May 10 19:08:19 GMT 2025","Sat May 10 19:08:20 GMT 2025","707","","ui.RandomCalculatorTests","","ui.RandomCalculatorTests","openRandomCalculatorTest","openRandomCalculatorTest()",""
"passed","Sat May 10 19:08:22 GMT 2025","Sat May 10 19:08:23 GMT 2025","1267","","ui.WebFormTests","","ui.WebFormTests","textInputClearTest","textInputClearTest()",""
"passed","Sat May 10 19:08:37 GMT 2025","Sat May 10 19:08:38 GMT 2025","943","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByVisibleTextTest","dropdownSelectByVisibleTextTest(String) [2] Two",""
"passed","Sat May 10 19:08:24 GMT 2025","Sat May 10 19:08:26 GMT 2025","1190","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldClearTest","textAreaFieldClearTest()",""
"passed","Sat May 10 19:08:26 GMT 2025","Sat May 10 19:08:27 GMT 2025","939","","ui.WebFormTests","","ui.WebFormTests","passwordClearTest","passwordClearTest()",""
"passed","Sat May 10 19:08:09 GMT 2025","Sat May 10 19:08:09 GMT 2025","719","","ui.DrawingInCanvasTests","","ui.DrawingInCanvasTests","openDrawingInCanvasTest","openDrawingInCanvasTest()",""
"passed","Sat May 10 19:08:09 GMT 2025","Sat May 10 19:08:10 GMT 2025","736","","ui.DropdownMenuTests","","ui.DropdownMenuTests","openDropdownMenuTest","openDropdownMenuTest()",""
"passed","Sat May 10 19:08:41 GMT 2025","Sat May 10 19:08:41 GMT 2025","836","","ui.WebFormTests","","ui.WebFormTests","colorPickerTest","colorPickerTest()",""
"passed","Sat May 10 19:08:16 GMT 2025","Sat May 10 19:08:17 GMT 2025","803","","ui.MouseOverTests","","ui.MouseOverTests","openMouseOverTest","openMouseOverTest()",""
"passed","Sat May 10 19:08:14 GMT 2025","Sat May 10 19:08:14 GMT 2025","688","","ui.InfiniteScrollTests","","ui.InfiniteScrollTests","openInfiniteScrollTest","openInfiniteScrollTest()",""
"passed","Sat May 10 19:08:29 GMT 2025","Sat May 10 19:08:29 GMT 2025","934","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [3] Seattle",""
"passed","Sat May 10 19:08:10 GMT 2025","Sat May 10 19:08:11 GMT 2025","791","","ui.FramesTests","","ui.FramesTests","openFramesTest","openFramesTest()",""
"failed","Sat May 10 19:08:17 GMT 2025","Sat May 10 19:08:18 GMT 2025","783","","ui.MultilanguageTests","","ui.MultilanguageTests","openMultilanguageTest","openMultilanguageTest()",""
"passed","Sat May 10 19:08:51 GMT 2025","Sat May 10 19:08:52 GMT 2025","897","","ui.WebFormTests","","ui.WebFormTests","textInputTest","textInputTest()",""
"passed","Sat May 10 19:08:06 GMT 2025","Sat May 10 19:08:07 GMT 2025","730","","ui.DialogBoxesTests","","ui.DialogBoxesTests","openDialogBoxesTest","openDialogBoxesTest()",""
