"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 10 19:33:50 GMT 2025","Sat May 10 19:33:51 GMT 2025","1140","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldClearTest","textAreaFieldClearTest()",""
"passed","Sat May 10 19:33:46 GMT 2025","Sat May 10 19:33:47 GMT 2025","649","","ui.ShadowDOMTests","","ui.ShadowDOMTests","openShadowDOMTest","openShadowDOMTest()",""
"passed","Sat May 10 19:34:17 GMT 2025","Sat May 10 19:34:18 GMT 2025","665","","ui.WebStorageTests","","ui.WebStorageTests","openWebStorageTest","openWebStorageTest()",""
"passed","Sat May 10 19:33:48 GMT 2025","Sat May 10 19:33:49 GMT 2025","1100","","ui.WebFormTests","","ui.WebFormTests","textInputClearTest","textInputClearTest()",""
"passed","Sat May 10 19:34:12 GMT 2025","Sat May 10 19:34:13 GMT 2025","920","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [1] 1",""
"passed","Sat May 10 19:33:54 GMT 2025","Sat May 10 19:33:55 GMT 2025","871","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [3] Seattle",""
"passed","Sat May 10 19:34:06 GMT 2025","Sat May 10 19:34:07 GMT 2025","898","","ui.WebFormTests","","ui.WebFormTests","colorPickerTest","colorPickerTest()",""
"passed","Sat May 10 19:33:59 GMT 2025","Sat May 10 19:34:00 GMT 2025","877","","ui.WebFormTests","","ui.WebFormTests","checkedCheckboxTest","checkedCheckboxTest()",""
"passed","Sat May 10 19:34:14 GMT 2025","Sat May 10 19:34:15 GMT 2025","920","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [3] 3",""
"passed","Sat May 10 19:33:43 GMT 2025","Sat May 10 19:33:44 GMT 2025","638","","ui.MultilanguageTests","","ui.MultilanguageTests","openMultilanguageTest","openMultilanguageTest()",""
"passed","Sat May 10 19:33:34 GMT 2025","Sat May 10 19:33:35 GMT 2025","705","","ui.DragAndDropTests","","ui.DragAndDropTests","openDragAndDropTest","openDragAndDropTest()",""
"passed","Sat May 10 19:34:16 GMT 2025","Sat May 10 19:34:17 GMT 2025","833","","ui.WebFormTests","","ui.WebFormTests","textInputTest","textInputTest()",""
"passed","Sat May 10 19:34:05 GMT 2025","Sat May 10 19:34:06 GMT 2025","1070","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldTest","textAreaFieldTest()",""
"passed","Sat May 10 19:33:41 GMT 2025","Sat May 10 19:33:41 GMT 2025","653","","ui.LoadingImagesTests","","ui.LoadingImagesTests","openLoadingImagesTest","openLoadingImagesTest()",""
"failed","Sat May 10 19:34:15 GMT 2025","Sat May 10 19:34:16 GMT 2025","838","","ui.WebFormTests","","ui.WebFormTests","passwordInputTest","passwordInputTest()",""
