"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat May 10 18:57:56 GMT 2025","Sat May 10 18:57:57 GMT 2025","280","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [3] Seattle",""
"broken","Sat May 10 18:57:58 GMT 2025","Sat May 10 18:57:59 GMT 2025","287","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByVisibleTextTest","dropdownSelectByVisibleTextTest(String) [1] One",""
"broken","Sat May 10 18:57:50 GMT 2025","Sat May 10 18:57:50 GMT 2025","235","","ui.DragAndDropTests","","ui.DragAndDropTests","openDragAndDropTest","openDragAndDropTest()",""
"broken","Sat May 10 18:57:50 GMT 2025","Sat May 10 18:57:51 GMT 2025","226","","ui.FramesTests","","ui.FramesTests","openFramesTest","openFramesTest()",""
"broken","Sat May 10 18:57:52 GMT 2025","Sat May 10 18:57:52 GMT 2025","221","","ui.LoginFormTests","","ui.LoginFormTests","openLoginFormTest","openLoginFormTest()",""
"broken","Sat May 10 18:57:52 GMT 2025","Sat May 10 18:57:52 GMT 2025","228","","ui.InfiniteScrollTests","","ui.InfiniteScrollTests","openInfiniteScrollTest","openInfiniteScrollTest()",""
"broken","Sat May 10 18:58:02 GMT 2025","Sat May 10 18:58:02 GMT 2025","228","","ui.WebFormTests","","ui.WebFormTests","textInputTest","textInputTest()",""
"broken","Sat May 10 18:57:56 GMT 2025","Sat May 10 18:57:56 GMT 2025","239","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [2] New York",""
"broken","Sat May 10 18:57:52 GMT 2025","Sat May 10 18:57:53 GMT 2025","228","","ui.LongPageTests","","ui.LongPageTests","openLongPageTest","openLongPageTest()",""
"broken","Sat May 10 18:57:49 GMT 2025","Sat May 10 18:57:50 GMT 2025","284","","ui.DownloadFilesTests","","ui.DownloadFilesTests","openDownloadFilesTest","openDownloadFilesTest()",""
"broken","Sat May 10 18:57:49 GMT 2025","Sat May 10 18:57:49 GMT 2025","232","","ui.CookiesTests","","ui.CookiesTests","openCookiesTest","openCookiesTest()",""
"broken","Sat May 10 18:57:54 GMT 2025","Sat May 10 18:57:54 GMT 2025","222","","ui.SlowCalculatorTests","","ui.SlowCalculatorTests","openSlowCalculatorTest","openSlowCalculatorTest()",""
"broken","Sat May 10 18:57:50 GMT 2025","Sat May 10 18:57:50 GMT 2025","227","","ui.DropdownMenuTests","","ui.DropdownMenuTests","openDropdownMenuTest","openDropdownMenuTest()",""
"broken","Sat May 10 18:58:00 GMT 2025","Sat May 10 18:58:00 GMT 2025","224","","ui.WebFormTests","","ui.WebFormTests","actionAPIMouseExampleRangeTest","actionAPIMouseExampleRangeTest()",""
"broken","Sat May 10 18:57:53 GMT 2025","Sat May 10 18:57:53 GMT 2025","223","","ui.NavigationTests","","ui.NavigationTests","openNavigationTest","openNavigationTest()",""
"broken","Sat May 10 18:58:00 GMT 2025","Sat May 10 18:58:00 GMT 2025","222","","ui.WebFormTests","","ui.WebFormTests","colorPickerTest","colorPickerTest()",""
"broken","Sat May 10 18:57:57 GMT 2025","Sat May 10 18:57:57 GMT 2025","224","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [5] Chicago",""
"broken","Sat May 10 18:57:55 GMT 2025","Sat May 10 18:57:55 GMT 2025","318","","ui.WebFormTests","","ui.WebFormTests","textInputClearTest","textInputClearTest()",""
"broken","Sat May 10 18:58:02 GMT 2025","Sat May 10 18:58:02 GMT 2025","222","","ui.WebFormTests","","ui.WebFormTests","passwordInputTest","passwordInputTest()",""
"broken","Sat May 10 18:57:47 GMT 2025","Sat May 10 18:57:48 GMT 2025","1407","","ui.ABTestingTests","","ui.ABTestingTests","openABTestingTest","openABTestingTest()",""
"broken","Sat May 10 18:57:51 GMT 2025","Sat May 10 18:57:51 GMT 2025","226","","ui.GetUserMediaTests","","ui.GetUserMediaTests","openGetUserMediaTest","openGetUserMediaTest()",""
"broken","Sat May 10 18:57:59 GMT 2025","Sat May 10 18:58:00 GMT 2025","225","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldTest","textAreaFieldTest()",""
"broken","Sat May 10 18:58:00 GMT 2025","Sat May 10 18:58:00 GMT 2025","275","","ui.WebFormTests","","ui.WebFormTests","fileInputTest","fileInputTest()",""
"broken","Sat May 10 18:58:00 GMT 2025","Sat May 10 18:58:01 GMT 2025","277","","ui.WebFormTests","","ui.WebFormTests","readonlyInputFieldTest","readonlyInputFieldTest()",""
"broken","Sat May 10 18:57:55 GMT 2025","Sat May 10 18:57:55 GMT 2025","285","","ui.WebFormTests","","ui.WebFormTests","defaultCheckboxTest","defaultCheckboxTest()",""
"broken","Sat May 10 18:57:48 GMT 2025","Sat May 10 18:57:49 GMT 2025","253","","ui.ConsoleLogsTests","","ui.ConsoleLogsTests","openConsoleLogsTest","openConsoleLogsTest()",""
"broken","Sat May 10 18:57:54 GMT 2025","Sat May 10 18:57:54 GMT 2025","232","","ui.ShadowDOMTests","","ui.ShadowDOMTests","openShadowDOMTest","openShadowDOMTest()",""
"broken","Sat May 10 18:57:58 GMT 2025","Sat May 10 18:57:58 GMT 2025","230","","ui.WebFormTests","","ui.WebFormTests","openWebFormTestWithCheck","openWebFormTestWithCheck()",""
"broken","Sat May 10 18:57:53 GMT 2025","Sat May 10 18:57:53 GMT 2025","288","","ui.MouseOverTests","","ui.MouseOverTests","openMouseOverTest","openMouseOverTest()",""
"broken","Sat May 10 18:57:50 GMT 2025","Sat May 10 18:57:50 GMT 2025","228","","ui.DrawingInCanvasTests","","ui.DrawingInCanvasTests","openDrawingInCanvasTest","openDrawingInCanvasTest()",""
"broken","Sat May 10 18:57:57 GMT 2025","Sat May 10 18:57:57 GMT 2025","226","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [4] Los Angeles",""
"broken","Sat May 10 18:57:52 GMT 2025","Sat May 10 18:57:52 GMT 2025","225","","ui.LoadingImagesTests","","ui.LoadingImagesTests","openLoadingImagesTest","openLoadingImagesTest()",""
"broken","Sat May 10 18:57:53 GMT 2025","Sat May 10 18:57:53 GMT 2025","227","","ui.MultilanguageTests","","ui.MultilanguageTests","openMultilanguageTest","openMultilanguageTest()",""
"broken","Sat May 10 18:57:53 GMT 2025","Sat May 10 18:57:53 GMT 2025","225","","ui.NotificationsTests","","ui.NotificationsTests","openNotificationsTest","openNotificationsTest()",""
"broken","Sat May 10 18:57:56 GMT 2025","Sat May 10 18:57:56 GMT 2025","323","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [1] San Francisco",""
"broken","Sat May 10 18:57:51 GMT 2025","Sat May 10 18:57:52 GMT 2025","279","","ui.IFrameTests","","ui.IFrameTests","openIFramesTest","openIFramesTest()",""
