"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 12 15:09:03 GMT 2025","Mon May 12 15:09:04 GMT 2025","966","","ui.WebFormTests","","ui.WebFormTests","openWebFormTestWithCheck","openWebFormTestWithCheck()",""
"passed","Mon May 12 15:08:32 GMT 2025","Mon May 12 15:08:33 GMT 2025","943","","ui.ConsoleLogsTests","","ui.ConsoleLogsTests","openConsoleLogsTest","openConsoleLogsTest()",""
"passed","Mon May 12 15:08:44 GMT 2025","Mon May 12 15:08:45 GMT 2025","733","","ui.LoginFormTests","","ui.LoginFormTests","openLoginFormTest","openLoginFormTest()",""
"passed","Mon May 12 15:08:44 GMT 2025","Mon May 12 15:08:44 GMT 2025","713","","ui.LoadingImagesTests","","ui.LoadingImagesTests","openLoadingImagesTest","openLoadingImagesTest()",""
"passed","Mon May 12 15:08:36 GMT 2025","Mon May 12 15:08:37 GMT 2025","774","","ui.DownloadFilesTests","","ui.DownloadFilesTests","openDownloadFilesTest","openDownloadFilesTest()",""
"passed","Mon May 12 15:08:55 GMT 2025","Mon May 12 15:08:56 GMT 2025","947","","ui.WebFormTests","","ui.WebFormTests","passwordClearTest","passwordClearTest()",""
"passed","Mon May 12 15:09:22 GMT 2025","Mon May 12 15:09:23 GMT 2025","744","","ui.WebStorageTests","","ui.WebStorageTests","openWebStorageTest","openWebStorageTest()",""
"passed","Mon May 12 15:08:38 GMT 2025","Mon May 12 15:08:39 GMT 2025","748","","ui.DropdownMenuTests","","ui.DropdownMenuTests","openDropdownMenuTest","openDropdownMenuTest()",""
"passed","Mon May 12 15:08:58 GMT 2025","Mon May 12 15:08:59 GMT 2025","870","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [3] Seattle",""
"passed","Mon May 12 15:08:42 GMT 2025","Mon May 12 15:08:43 GMT 2025","836","","ui.IFrameTests","","ui.IFrameTests","openIFramesTest","openIFramesTest()",""
"passed","Mon May 12 15:08:37 GMT 2025","Mon May 12 15:08:38 GMT 2025","766","","ui.DrawingInCanvasTests","","ui.DrawingInCanvasTests","openDrawingInCanvasTest","openDrawingInCanvasTest()",""
"passed","Mon May 12 15:08:43 GMT 2025","Mon May 12 15:08:44 GMT 2025","743","","ui.InfiniteScrollTests","","ui.InfiniteScrollTests","openInfiniteScrollTest","openInfiniteScrollTest()",""
"passed","Mon May 12 15:09:17 GMT 2025","Mon May 12 15:09:18 GMT 2025","951","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [1] 1",""
"passed","Mon May 12 15:08:35 GMT 2025","Mon May 12 15:08:36 GMT 2025","781","","ui.DialogBoxesTests","","ui.DialogBoxesTests","openDialogBoxesTest","openDialogBoxesTest()",""
"passed","Mon May 12 15:08:40 GMT 2025","Mon May 12 15:08:41 GMT 2025","765","","ui.GeolocationTests","","ui.GeolocationTests","openGeolocationTest","openGeolocationTest()",""
"passed","Mon May 12 15:09:02 GMT 2025","Mon May 12 15:09:03 GMT 2025","914","","ui.WebFormTests","","ui.WebFormTests","radioButtonsTest","radioButtonsTest()",""
"passed","Mon May 12 15:08:50 GMT 2025","Mon May 12 15:08:50 GMT 2025","739","","ui.ShadowDOMTests","","ui.ShadowDOMTests","openShadowDOMTest","openShadowDOMTest()",""
"passed","Mon May 12 15:08:39 GMT 2025","Mon May 12 15:08:40 GMT 2025","978","","ui.FramesTests","","ui.FramesTests","openFramesTest","openFramesTest()",""
"passed","Mon May 12 15:09:00 GMT 2025","Mon May 12 15:09:01 GMT 2025","894","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [5] Chicago",""
"passed","Mon May 12 15:09:19 GMT 2025","Mon May 12 15:09:20 GMT 2025","963","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [3] 3",""
