"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 12 15:03:20 GMT 2025","Mon May 12 15:03:20 GMT 2025","816","","ui.LongPageTests","","ui.LongPageTests","openLongPageTest","openLongPageTest()",""
"passed","Mon May 12 15:03:55 GMT 2025","Mon May 12 15:03:56 GMT 2025","992","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) [2] 2",""
"passed","Mon May 12 15:03:36 GMT 2025","Mon May 12 15:03:37 GMT 2025","1071","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [5] Chicago",""
"passed","Mon May 12 15:03:22 GMT 2025","Mon May 12 15:03:23 GMT 2025","743","","ui.NavigationTests","","ui.NavigationTests","openNavigationTest","openNavigationTest()",""
"passed","Mon May 12 15:03:32 GMT 2025","Mon May 12 15:03:33 GMT 2025","1004","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) [1] San Francisco",""
"passed","Mon May 12 15:03:06 GMT 2025","Mon May 12 15:03:07 GMT 2025","923","","ui.ConsoleLogsTests","","ui.ConsoleLogsTests","openConsoleLogsTest","openConsoleLogsTest()",""
"passed","Mon May 12 15:03:16 GMT 2025","Mon May 12 15:03:16 GMT 2025","576","","ui.HomePageTests","","ui.HomePageTests","openHomePageTest","openHomePageTest()",""
"passed","Mon May 12 15:03:24 GMT 2025","Mon May 12 15:03:25 GMT 2025","758","","ui.ShadowDOMTests","","ui.ShadowDOMTests","openShadowDOMTest","openShadowDOMTest()",""
"passed","Mon May 12 15:03:19 GMT 2025","Mon May 12 15:03:20 GMT 2025","768","","ui.LoginFormTests","","ui.LoginFormTests","openLoginFormTest","openLoginFormTest()",""
"passed","Mon May 12 15:03:59 GMT 2025","Mon May 12 15:03:59 GMT 2025","747","","ui.WebStorageTests","","ui.WebStorageTests","openWebStorageTest","openWebStorageTest()",""
"passed","Mon May 12 15:03:09 GMT 2025","Mon May 12 15:03:10 GMT 2025","812","","ui.DialogBoxesTests","","ui.DialogBoxesTests","openDialogBoxesTest","openDialogBoxesTest()",""
"passed","Mon May 12 15:03:11 GMT 2025","Mon May 12 15:03:11 GMT 2025","830","","ui.DragAndDropTests","","ui.DragAndDropTests","openDragAndDropTest","openDragAndDropTest()",""
"passed","Mon May 12 15:03:42 GMT 2025","Mon May 12 15:03:43 GMT 2025","1022","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByVisibleTextTest","dropdownSelectByVisibleTextTest(String) [2] Two",""
"passed","Mon May 12 15:03:58 GMT 2025","Mon May 12 15:03:59 GMT 2025","1053","","ui.WebFormTests","","ui.WebFormTests","textInputTest","textInputTest()",""
"passed","Mon May 12 15:03:39 GMT 2025","Mon May 12 15:03:39 GMT 2025","854","","ui.WebFormTests","","ui.WebFormTests","openWebFormTestWithCheck","openWebFormTestWithCheck()",""
"failed","Mon May 12 15:03:21 GMT 2025","Mon May 12 15:03:22 GMT 2025","778","","ui.MultilanguageTests","","ui.MultilanguageTests","openMultilanguageTest","openMultilanguageTest()",""
"passed","Mon May 12 15:03:39 GMT 2025","Mon May 12 15:03:40 GMT 2025","932","","ui.WebFormTests","","ui.WebFormTests","checkedCheckboxTest","checkedCheckboxTest()",""
"passed","Mon May 12 15:03:43 GMT 2025","Mon May 12 15:03:44 GMT 2025","1049","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByVisibleTextTest","dropdownSelectByVisibleTextTest(String) [3] Three",""
"passed","Mon May 12 15:03:31 GMT 2025","Mon May 12 15:03:32 GMT 2025","959","","ui.WebFormTests","","ui.WebFormTests","passwordClearTest","passwordClearTest()",""
"passed","Mon May 12 15:03:16 GMT 2025","Mon May 12 15:03:17 GMT 2025","865","","ui.IFrameTests","","ui.IFrameTests","openIFramesTest","openIFramesTest()",""
"passed","Mon May 12 15:03:08 GMT 2025","Mon May 12 15:03:09 GMT 2025","1066","","ui.DataTypesTests","","ui.DataTypesTests","openDataTypesTest","openDataTypesTest()",""
"passed","Mon May 12 15:03:29 GMT 2025","Mon May 12 15:03:31 GMT 2025","1207","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldClearTest","textAreaFieldClearTest()",""
"passed","Mon May 12 15:03:03 GMT 2025","Mon May 12 15:03:06 GMT 2025","2683","","ui.ABTestingTests","","ui.ABTestingTests","openABTestingTest","openABTestingTest()",""
